timestamp,edge_id,blocking_phase,recorded_summary_limiting_calibration_id,attempt_derived_blocking_calibration_id,summary_limiting_id_mismatch,baseline_source_kind,baseline_source_path,baseline_match_timestamp,baseline_source_validation_point_or_attempt_id,baseline_timestamp_coordinate_match_count,baseline_max_coordinate_delta_kw,baseline_vmin_pu,baseline_vmax_pu,baseline_original_limit_status,baseline_design_headroom_status,target_status,binding_channel,binding_original_limit_slack_pu,requested_design_headroom_increment_pu,binding_slack_to_requested_headroom_ratio,baseline_owner_cell_classification,baseline_owner_cell_min_signed_facet_slack_kw,observed_point_count_including_d0,maximum_observed_d_kw,cap_e_kw,next_implementation_candidate_kw,next_candidate_strictly_below_cap,cap_e_sampled,stop_mechanism,stopping_reason,observed_pass_fail_bracket_formed,bisection_or_resolution_refinement_event_observed,resolution_claim_boundary,directional_evidence,opposite_margin_monotonic_improvement,sampled_original_limit_fail_present,original_limit_failure_channel,first_sampled_original_limit_fail_d_kw,continuous_crossing_location_claim
2010-07-02 17:30:00,E0044,ANCHOR_SEARCH,CAL_001400,CAL_001400,false,CALIBRATION_ATTEMPT_D0,results/dso_vpp_ac_map_pilot/doe_ac_boundary_headroom_repair_calibration/calibration_attempts.csv,2010-07-02 17:30:00,ATT_T002_001011_1,1,0,0.900007215994425,1.03219608792493,PASS,FAIL,DESIGN_HEADROOM,VMIN,7.21599442499166e-06,0.000149999999999983,0.0481066294999497,AMBIGUOUS_WITHIN_TOLERANCE,-3.02872543045612e-13,15,4096,5407.98128184483,8192,false,false,GEOMETRIC_CAP_PRECHECK_LIMITED,NEXT_DOUBLING_CANDIDATE_REJECTED_BY_STRICT_GEOMETRIC_CAP_PRECHECK,false,false,NO_PASS_FAIL_BRACKET_OR_RESOLUTION_REFINEMENT_EVENT_OBSERVED,DIRECTIONAL_NO_PASS_OBSERVED_MONOTONIC_BINDING_MARGIN_WORSENING,true,true,VMIN,2,false
2010-07-02 18:00:00,E0044,VERIFY_ESCALATE,CAL_002162,CAL_002142,true,HISTORICAL_VALIDATION_UNIQUE_TIMESTAMP_COORDINATE_MATCH,results/dso_vpp_ac_map_pilot/doe_ac_interior_validation/validation_point_results.csv,2010-07-02 18:00:00,VP_T003_000621,1,2.27373675443232e-12,0.900000845555,1.03075686511,PASS,FAIL,DESIGN_HEADROOM,VMIN,8.45555000017484e-07,0.000149999999999983,0.00563703333345051,AMBIGUOUS_WITHIN_TOLERANCE,-2.63757713307323e-12,10,68.75,5937.56012352822,132.75,true,false,SEARCH_BUDGET_LIMITED,VERIFY_ESCALATION_BRACKET_CALL_BUDGET_EXHAUSTED_WITH_NEXT_CANDIDATE_STRICTLY_BELOW_CAP,false,false,NO_PASS_FAIL_BRACKET_OR_RESOLUTION_REFINEMENT_EVENT_OBSERVED,DIRECTIONAL_NO_PASS_OBSERVED_MONOTONIC_BINDING_MARGIN_WORSENING,true,true,VMIN,4.75,false
2010-12-21 11:30:00,E0019,ANCHOR_SEARCH,CAL_004006,CAL_004006,false,CALIBRATION_ATTEMPT_D0,results/dso_vpp_ac_map_pilot/doe_ac_boundary_headroom_repair_calibration/calibration_attempts.csv,2010-12-21 11:30:00,ATT_T006_000447_1,1,0,0.924643531919735,1.04999897863439,PASS,FAIL,DESIGN_HEADROOM,VMAX,1.0213656100877e-06,0.000149999999999983,0.00680910406725208,AMBIGUOUS_WITHIN_TOLERANCE,-3.52987889742419e-12,14,2048,3083.20086830409,4096,false,false,GEOMETRIC_CAP_PRECHECK_LIMITED,NEXT_DOUBLING_CANDIDATE_REJECTED_BY_STRICT_GEOMETRIC_CAP_PRECHECK,false,false,NO_PASS_FAIL_BRACKET_OR_RESOLUTION_REFINEMENT_EVENT_OBSERVED,DIRECTIONAL_NO_PASS_OBSERVED_MONOTONIC_BINDING_MARGIN_WORSENING,true,true,VMAX,0.5,false
2011-02-05 18:00:00,E0021,ANCHOR_SEARCH,CAL_007795,CAL_007795,false,CALIBRATION_ATTEMPT_D0,results/dso_vpp_ac_map_pilot/doe_ac_boundary_headroom_repair_calibration/calibration_attempts.csv,2011-02-05 18:00:00,ATT_T011_000492_1,1,0,0.924921245926324,1.04999890990073,PASS,FAIL,DESIGN_HEADROOM,VMAX,1.09009926996251e-06,0.000149999999999983,0.00726732846641752,AMBIGUOUS_WITHIN_TOLERANCE,-1.87334360611809e-12,15,4096,6406.53017921302,8192,false,false,GEOMETRIC_CAP_PRECHECK_LIMITED,NEXT_DOUBLING_CANDIDATE_REJECTED_BY_STRICT_GEOMETRIC_CAP_PRECHECK,false,false,NO_PASS_FAIL_BRACKET_OR_RESOLUTION_REFINEMENT_EVENT_OBSERVED,DIRECTIONAL_NO_PASS_OBSERVED_MONOTONIC_BINDING_MARGIN_WORSENING,true,true,VMAX,0.5,false
2011-03-08 11:30:00,E0019,ANCHOR_SEARCH,CAL_010025,CAL_010025,false,CALIBRATION_ATTEMPT_D0,results/dso_vpp_ac_map_pilot/doe_ac_boundary_headroom_repair_calibration/calibration_attempts.csv,2011-03-08 11:30:00,ATT_T014_000447_1,1,0,0.924522495899039,1.04999543911512,PASS,FAIL,DESIGN_HEADROOM,VMAX,4.5608848799894e-06,0.000149999999999983,0.0304058991999327,CELL_BOUNDARY_EDGE_OR_VERTEX,3.59116198129921e-12,14,2048,3069.80396954608,4096,false,false,GEOMETRIC_CAP_PRECHECK_LIMITED,NEXT_DOUBLING_CANDIDATE_REJECTED_BY_STRICT_GEOMETRIC_CAP_PRECHECK,false,false,NO_PASS_FAIL_BRACKET_OR_RESOLUTION_REFINEMENT_EVENT_OBSERVED,DIRECTIONAL_NO_PASS_OBSERVED_MONOTONIC_BINDING_MARGIN_WORSENING,true,true,VMAX,1,false
2011-03-08 12:30:00,E0019,ANCHOR_SEARCH,CAL_010772,CAL_010772,false,CALIBRATION_ATTEMPT_D0,results/dso_vpp_ac_map_pilot/doe_ac_boundary_headroom_repair_calibration/calibration_attempts.csv,2011-03-08 12:30:00,ATT_T015_000447_1,1,0,0.925514574567327,1.04999553767694,PASS,FAIL,DESIGN_HEADROOM,VMAX,4.46232305995053e-06,0.000149999999999983,0.0297488203996735,CELL_BOUNDARY_EDGE_OR_VERTEX,6.27621079858436e-13,14,2048,3177.56391704543,4096,false,false,GEOMETRIC_CAP_PRECHECK_LIMITED,NEXT_DOUBLING_CANDIDATE_REJECTED_BY_STRICT_GEOMETRIC_CAP_PRECHECK,false,false,NO_PASS_FAIL_BRACKET_OR_RESOLUTION_REFINEMENT_EVENT_OBSERVED,DIRECTIONAL_NO_PASS_OBSERVED_MONOTONIC_BINDING_MARGIN_WORSENING,true,true,VMAX,2,false
2011-05-11 17:30:00,E0019,ANCHOR_SEARCH,CAL_011530,CAL_011530,false,CALIBRATION_ATTEMPT_D0,results/dso_vpp_ac_map_pilot/doe_ac_boundary_headroom_repair_calibration/calibration_attempts.csv,2011-05-11 17:30:00,ATT_T016_000456_1,1,0,0.924342454230271,1.04999820006775,PASS,FAIL,DESIGN_HEADROOM,VMAX,1.79993225013497e-06,0.000149999999999983,0.0119995483342345,AMBIGUOUS_WITHIN_TOLERANCE,-3.18091418147285e-13,14,2048,3225.4262693734,4096,false,false,GEOMETRIC_CAP_PRECHECK_LIMITED,NEXT_DOUBLING_CANDIDATE_REJECTED_BY_STRICT_GEOMETRIC_CAP_PRECHECK,false,false,NO_PASS_FAIL_BRACKET_OR_RESOLUTION_REFINEMENT_EVENT_OBSERVED,DIRECTIONAL_NO_PASS_OBSERVED_MONOTONIC_BINDING_MARGIN_WORSENING,true,true,VMAX,0.5,false
2011-05-16 07:30:00,E0045,ANCHOR_SEARCH,CAL_013426,CAL_013426,false,CALIBRATION_ATTEMPT_D0,results/dso_vpp_ac_map_pilot/doe_ac_boundary_headroom_repair_calibration/calibration_attempts.csv,2011-05-16 07:30:00,ATT_T018_001050_1,1,0,0.90000168656595,1.03370555240954,PASS,FAIL,DESIGN_HEADROOM,VMIN,1.68656595000982e-06,0.000149999999999983,0.0112437730000667,CELL_BOUNDARY_EDGE_OR_VERTEX,5.1174719324398e-12,14,2048,3973.9953609469,4096,false,false,GEOMETRIC_CAP_PRECHECK_LIMITED,NEXT_DOUBLING_CANDIDATE_REJECTED_BY_STRICT_GEOMETRIC_CAP_PRECHECK,false,false,NO_PASS_FAIL_BRACKET_OR_RESOLUTION_REFINEMENT_EVENT_OBSERVED,DIRECTIONAL_NO_PASS_OBSERVED_MONOTONIC_BINDING_MARGIN_WORSENING,true,true,VMIN,0.5,false
2011-11-14 17:30:00,E0019,ANCHOR_SEARCH,CAL_016050,CAL_016050,false,CALIBRATION_ATTEMPT_D0,results/dso_vpp_ac_map_pilot/doe_ac_boundary_headroom_repair_calibration/calibration_attempts.csv,2011-11-14 17:30:00,ATT_T022_000458_1,1,0,0.924461886038754,1.0499969979376,PASS,FAIL,DESIGN_HEADROOM,VMAX,3.00206240000378e-06,0.000149999999999983,0.0200137493333607,CELL_BOUNDARY_EDGE_OR_VERTEX,3.17488255364004e-12,14,2048,3235.01271956012,4096,false,false,GEOMETRIC_CAP_PRECHECK_LIMITED,NEXT_DOUBLING_CANDIDATE_REJECTED_BY_STRICT_GEOMETRIC_CAP_PRECHECK,false,false,NO_PASS_FAIL_BRACKET_OR_RESOLUTION_REFINEMENT_EVENT_OBSERVED,DIRECTIONAL_NO_PASS_OBSERVED_MONOTONIC_BINDING_MARGIN_WORSENING,true,true,VMAX,1,false
2011-12-15 05:30:00,E0019,ANCHOR_SEARCH,CAL_017538,CAL_017538,false,CALIBRATION_ATTEMPT_D0,results/dso_vpp_ac_map_pilot/doe_ac_boundary_headroom_repair_calibration/calibration_attempts.csv,2011-12-15 05:30:00,ATT_T024_000446_1,1,0,0.922706422740832,1.04999748362101,PASS,FAIL,DESIGN_HEADROOM,VMAX,2.51637899006951e-06,0.000149999999999983,0.0167758599337986,AMBIGUOUS_WITHIN_TOLERANCE,-1.4820845136707e-12,14,2048,2870.73261259137,4096,false,false,GEOMETRIC_CAP_PRECHECK_LIMITED,NEXT_DOUBLING_CANDIDATE_REJECTED_BY_STRICT_GEOMETRIC_CAP_PRECHECK,false,false,NO_PASS_FAIL_BRACKET_OR_RESOLUTION_REFINEMENT_EVENT_OBSERVED,DIRECTIONAL_NO_PASS_OBSERVED_MONOTONIC_BINDING_MARGIN_WORSENING,true,true,VMAX,0.5,false
