timestamp,edge_id,blocking_calibration_id,hypothesis_label,binding_channel,slope_definition,d0_kw,d1_kw,binding_design_margin_d0_pu,binding_design_margin_d1_pu,local_positive_direction_slope_pu_per_kw,design_headroom_deficit_pu,estimated_reverse_distance_kw,opposite_design_margin_d0_pu,opposite_margin_slope_pu_per_kw,opposite_margin_linear_extrapolation_at_reverse_distance_pu,ac_validated
2010-07-02 17:30:00,E0044,CAL_001400,UNSAMPLED_REVERSE_DIRECTION_LINEAR_EXTRAPOLATION,VMIN,(binding_design_margin_at_first_positive_sample-binding_design_margin_at_d0)/first_positive_d_kw,0,0.5,-0.000142784005574992,-0.000145844956162988,-6.12190117599276e-06,0.000142784005574992,23.323474435511,0.0176539120750701,3.51728018599395e-05,0.0168335601300645,false
2010-07-02 18:00:00,E0044,CAL_002142,UNSAMPLED_REVERSE_DIRECTION_LINEAR_EXTRAPOLATION,VMIN,(binding_design_margin_at_first_positive_sample-binding_design_margin_at_d0)/first_positive_d_kw,0,4.75,-0.000149154444999966,-0.000153791768141009,-9.76278556009154e-07,0.000149154444999966,152.778573371192,0.0190931348899999,3.23531466042488e-05,0.0141502673077337,false
2010-12-21 11:30:00,E0019,CAL_004006,UNSAMPLED_REVERSE_DIRECTION_LINEAR_EXTRAPOLATION,VMAX,(binding_design_margin_at_first_positive_sample-binding_design_margin_at_d0)/first_positive_d_kw,0,0.5,-0.000148978634390007,-0.00015123872028,-4.52017177998698e-06,0.000148978634390007,32.958622291659,0.024493531919735,4.73187246599061e-05,0.0229339719463462,false
2011-02-05 18:00:00,E0021,CAL_007795,UNSAMPLED_REVERSE_DIRECTION_LINEAR_EXTRAPOLATION,VMAX,(binding_design_margin_at_first_positive_sample-binding_design_margin_at_d0)/first_positive_d_kw,0,0.5,-0.000148909900730132,-0.00015034036670003,-2.86093193979653e-06,0.000148909900730132,52.0494383871021,0.024771245926324,4.40413462301503e-05,0.0224789185892327,false
2011-03-08 11:30:00,E0019,CAL_010025,UNSAMPLED_REVERSE_DIRECTION_LINEAR_EXTRAPOLATION,VMAX,(binding_design_margin_at_first_positive_sample-binding_design_margin_at_d0)/first_positive_d_kw,0,0.5,-0.000145439115120105,-0.00014780697349015,-4.73571674008966e-06,0.000145439115120105,30.7111094481026,0.024372495899039,4.75680170819448e-05,0.0229116293202062,false
2011-03-08 12:30:00,E0019,CAL_010772,UNSAMPLED_REVERSE_DIRECTION_LINEAR_EXTRAPOLATION,VMAX,(binding_design_margin_at_first_positive_sample-binding_design_margin_at_d0)/first_positive_d_kw,0,0.5,-0.000145537676940144,-0.000146999152650151,-2.92295142001464e-06,0.000145537676940144,49.7913430731651,0.025364574567327,4.5421219524e-05,0.023102991043206,false
2011-05-11 17:30:00,E0019,CAL_011530,UNSAMPLED_REVERSE_DIRECTION_LINEAR_EXTRAPOLATION,VMAX,(binding_design_margin_at_first_positive_sample-binding_design_margin_at_d0)/first_positive_d_kw,0,0.5,-0.00014820006774996,-0.000150213760579998,-4.02738566007699e-06,0.00014820006774996,36.7980819962314,0.0241924542302709,4.60909141219989e-05,0.0224963969931284,false
2011-05-16 07:30:00,E0045,CAL_013426,UNSAMPLED_REVERSE_DIRECTION_LINEAR_EXTRAPOLATION,VMIN,(binding_design_margin_at_first_positive_sample-binding_design_margin_at_d0)/first_positive_d_kw,0,0.5,-0.000148313434049974,-0.000153495663197001,-1.03644582940543e-05,0.000148313434049974,14.3098104929474,0.01614444759046,3.7432823119854e-05,0.0156087909853988,false
2011-11-14 17:30:00,E0019,CAL_016050,UNSAMPLED_REVERSE_DIRECTION_LINEAR_EXTRAPOLATION,VMAX,(binding_design_margin_at_first_positive_sample-binding_design_margin_at_d0)/first_positive_d_kw,0,0.5,-0.000146997937600091,-0.000148916504639995,-3.83713407980935e-06,0.000146997937600091,38.3093044294649,0.024311886038754,4.58678114518829e-05,0.0225547220863305,false
2011-12-15 05:30:00,E0019,CAL_017538,UNSAMPLED_REVERSE_DIRECTION_LINEAR_EXTRAPOLATION,VMAX,(binding_design_margin_at_first_positive_sample-binding_design_margin_at_d0)/first_positive_d_kw,0,0.5,-0.000147483621010025,-0.000151336139650127,-7.70503728020344e-06,0.000147483621010025,19.1411949931709,0.022556422740832,5.08346467820164e-05,0.0215833868543685,false
2012-08-04 03:30:00,E0019,CAL_018283,UNSAMPLED_REVERSE_DIRECTION_LINEAR_EXTRAPOLATION,VMAX,(binding_design_margin_at_first_positive_sample-binding_design_margin_at_d0)/first_positive_d_kw,0,2.75,-0.00014107237999994,-0.000163568578740003,-8.18043590547743e-06,0.00014107237999994,17.2450932480849,0.022235702145,5.13225187530608e-05,0.0213506405233769,false
2012-08-24 12:00:00,E0019,CAL_019786,UNSAMPLED_REVERSE_DIRECTION_LINEAR_EXTRAPOLATION,VMAX,(binding_design_margin_at_first_positive_sample-binding_design_margin_at_d0)/first_positive_d_kw,0,0.5,-0.000145300000200077,-0.00014769290585015,-4.78581130014533e-06,0.000145300000200077,30.3605786119618,0.024341915599174,4.76256770880479e-05,0.0228959724859944,false
2012-10-15 13:00:00,E0019,CAL_022026,UNSAMPLED_REVERSE_DIRECTION_LINEAR_EXTRAPOLATION,VMAX,(binding_design_margin_at_first_positive_sample-binding_design_margin_at_d0)/first_positive_d_kw,0,0.5,-0.000148536119010112,-0.000152388405310067,-7.7045725999092e-06,0.000148536119010112,19.278956370904,0.022555606985005,5.08340678779806e-05,0.0215755792082299,false
2012-10-15 13:00:00,E0046,CAL_022417,UNSAMPLED_REVERSE_DIRECTION_LINEAR_EXTRAPOLATION,VMIN,(binding_design_margin_at_first_positive_sample-binding_design_margin_at_d0)/first_positive_d_kw,0,0.5,-0.000149915347890994,-0.000151260677765053,-2.69065974811689e-06,0.000149915347890994,55.7169474869186,0.02666714659017,3.43891447798228e-05,0.0247510884163526,false
2013-04-17 05:30:00,E0019,CAL_023520,UNSAMPLED_REVERSE_DIRECTION_LINEAR_EXTRAPOLATION,VMAX,(binding_design_margin_at_first_positive_sample-binding_design_margin_at_d0)/first_positive_d_kw,0,0.5,-0.000147091288100087,-0.000152180886429987,-1.01791966597986e-05,0.000147091288100087,14.4501862981983,0.020795469412727,5.33232657560223e-05,0.0200249382885242,false
