attempt_id,logical_call_id,attempt_index,phase,timestamp,edge_id,calibration_id,d_kw,p13_abs_kw,p30_abs_kw,initialization,solver_status,primary_power_flow_status,replay_status,vmin_pu,vmin_bus,vmax_pu,vmax_bus,maximum_residual,primary_replay_voltage_difference_pu,primary_iterations,replay_iterations,runtime_ms
ATT_T010_000001_1,CALL_T010_000001,1,CONFIGURATION_CONTROL,2011-02-05 17:30:00,,,0,1316.25,1818.125,FLAT_START,CONVERGED_FEASIBLE,CONVERGED,PASSED,0.982218532555622,25,1.00948209616851,13,2.00950367457153e-14,3.26183524634871e-13,22,24,0.2062
ATT_T010_000002_1,CALL_T010_000002,1,CONFIGURATION_CONTROL,2011-02-05 17:30:00,,,0,2928.75,0,FLAT_START,CONVERGED_FEASIBLE,CONVERGED,PASSED,0.958764531420186,33,1.0499911104475,13,2.13501590586713e-14,2.4713564528156e-13,25,27,0.2629
ATT_T010_000003_1,CALL_T010_000003,1,CONFIGURATION_CONTROL,2011-02-05 17:30:00,,,0,-296.25,0,FLAT_START,CONVERGED_FEASIBLE,CONVERGED,PASSED,0.900002757615736,18,1,1,2.56461518688411e-14,5.39124300757976e-13,24,26,0.1419
ATT_T010_000004_1,CALL_T010_000004,1,CONFIGURATION_CONTROL,2011-02-05 17:30:00,,,0,2929.0625,0,FLAT_START,CONVERGED_INFEASIBLE,CONVERGED,PASSED,0.958768086142601,33,1.05000277082411,13,2.13627797728198e-14,2.4757973449141e-13,25,27,0.1573
ATT_T010_000005_1,CALL_T010_000005,1,ANCHOR_SEARCH,2011-02-05 17:30:00,E0000,CAL_006768,0,2284.58715311716,1953.07040361432,FLAT_START,CONVERGED_FEASIBLE,CONVERGED,PASSED,0.985802612389156,25,1.04999873561225,13,1.50225370368459e-14,2.14717132962505e-13,24,26,0.1538
ATT_T010_000006_1,CALL_T010_000006,1,ANCHOR_SEARCH,2011-02-05 17:30:00,E0000,CAL_006768,0.5,2284.10879615081,1952.92488862283,FLAT_START,CONVERGED_FEASIBLE,CONVERGED,PASSED,0.985800666937206,25,1.04997869322145,13,1.50099999906489e-14,2.13828954542805e-13,24,26,0.1408
ATT_T010_000007_1,CALL_T010_000007,1,ANCHOR_SEARCH,2011-02-05 17:30:00,E0000,CAL_006768,1,2283.63043918447,1952.77937363135,FLAT_START,CONVERGED_FEASIBLE,CONVERGED,PASSED,0.985798721395019,25,1.04995864996059,13,1.48908663177849e-14,2.1316282072803e-13,24,26,0.1603
ATT_T010_000008_1,CALL_T010_000008,1,ANCHOR_SEARCH,2011-02-05 17:30:00,E0000,CAL_006768,2,2282.67372525177,1952.48834364837,FLAT_START,CONVERGED_FEASIBLE,CONVERGED,PASSED,0.985794830039896,25,1.04991856082833,13,1.48782571542496e-14,2.13384865332955e-13,24,26,0.1402
ATT_T010_000009_1,CALL_T010_000009,1,ANCHOR_SEARCH,2011-02-05 17:30:00,E0000,CAL_006768,4,2280.76029738638,1951.90628368243,FLAT_START,CONVERGED_FEASIBLE,CONVERGED,PASSED,0.985787046246411,25,1.04983837211882,13,1.48152453576378e-14,2.1227464230833e-13,24,26,0.1366
ATT_T010_000010_1,CALL_T010_000010,1,ANCHOR_SEARCH,2011-02-05 17:30:00,E0000,CAL_006768,3,2281.71701131908,1952.1973136654,FLAT_START,CONVERGED_FEASIBLE,CONVERGED,PASSED,0.985790938323717,25,1.04987846821467,13,1.48278431615399e-14,2.1316282072803e-13,24,26,0.135
