attempt_id,logical_call_id,attempt_index,phase,timestamp,edge_id,calibration_id,d_kw,p13_abs_kw,p30_abs_kw,initialization,solver_status,primary_power_flow_status,replay_status,vmin_pu,vmin_bus,vmax_pu,vmax_bus,maximum_residual,primary_replay_voltage_difference_pu,primary_iterations,replay_iterations,runtime_ms
ATT_T017_000001_1,CALL_T017_000001,1,CONFIGURATION_CONTROL,2011-05-11 18:00:00,,,0,649.453125,889.765625,FLAT_START,CONVERGED_FEASIBLE,CONVERGED,PASSED,0.987755413546379,25,1,1,4.77395900588817e-15,9.49240686054509e-14,21,23,0.2172
ATT_T017_000002_1,CALL_T017_000002,1,CONFIGURATION_CONTROL,2011-05-11 18:00:00,,,0,2248.4375,0,FLAT_START,CONVERGED_FEASIBLE,CONVERGED,PASSED,0.980878699557528,33,1.0499917693233,13,1.01851995819657e-14,3.574918139293e-13,23,26,0.1401
ATT_T017_000003_1,CALL_T017_000003,1,CONFIGURATION_CONTROL,2011-05-11 18:00:00,,,0,-949.53125,0,FLAT_START,CONVERGED_FEASIBLE,CONVERGED,PASSED,0.900002755761933,18,1,1,1.40998324127395e-14,3.32733840480159e-13,25,27,0.1381
ATT_T017_000004_1,CALL_T017_000004,1,CONFIGURATION_CONTROL,2011-05-11 18:00:00,,,0,2248.75,0,FLAT_START,CONVERGED_INFEASIBLE,CONVERGED,PASSED,0.98088229377707,33,1.0500037072765,13,1.01207424892776e-14,3.58157947744075e-13,23,26,0.1333
ATT_T017_000005_1,CALL_T017_000005,1,ANCHOR_SEARCH,2011-05-11 18:00:00,E0000,CAL_012018,0,1911.47752255546,1032.86189128343,FLAT_START,CONVERGED_INFEASIBLE,CONVERGED,PASSED,0.992476002465908,25,1.05000498606515,13,1.25999614105642e-14,1.64757096854373e-13,23,25,0.136
ATT_T017_000006_1,CALL_T017_000006,1,ANCHOR_SEARCH,2011-05-11 18:00:00,E0000,CAL_012018,0.5,1911.00036258228,1032.71249797704,FLAT_START,CONVERGED_FEASIBLE,CONVERGED,PASSED,0.99247400547834,25,1.04998468332552,13,1.25745930024851e-14,1.63868918434673e-13,23,25,0.1334
ATT_T017_000007_1,CALL_T017_000007,1,ANCHOR_SEARCH,2011-05-11 18:00:00,E0000,CAL_012018,1,1910.5232026091,1032.56310467064,FLAT_START,CONVERGED_FEASIBLE,CONVERGED,PASSED,0.992472008398126,25,1.049964379693,13,1.25745930024851e-14,1.63646873829748e-13,23,25,0.1303
ATT_T017_000008_1,CALL_T017_000008,1,ANCHOR_SEARCH,2011-05-11 18:00:00,E0000,CAL_012018,2,1909.56888266274,1032.26431805786,FLAT_START,CONVERGED_FEASIBLE,CONVERGED,PASSED,0.992468013959718,25,1.04992376974888,13,1.25619125841709e-14,1.63646873829748e-13,23,25,0.1312
ATT_T017_000009_1,CALL_T017_000009,1,ANCHOR_SEARCH,2011-05-11 18:00:00,E0000,CAL_012018,4,1907.66024277002,1031.66674483229,FLAT_START,CONVERGED_FEASIBLE,CONVERGED,PASSED,0.992460023970725,25,1.04984253914146,13,1.24858835587771e-14,1.62980740014973e-13,23,25,0.1313
ATT_T017_000010_1,CALL_T017_000010,1,ANCHOR_SEARCH,2011-05-11 18:00:00,E0000,CAL_012018,3,1908.61456271638,1031.96553144507,FLAT_START,CONVERGED_FEASIBLE,CONVERGED,PASSED,0.992464019150609,25,1.04988315623197,13,1.2523886564118e-14,1.63646873829748e-13,23,25,0.1299
ATT_T017_000011_1,CALL_T017_000011,1,ANCHOR_SEARCH,2011-05-11 18:00:00,E0000,CAL_012018,3.5,1908.1374027432,1031.81613813868,FLAT_START,CONVERGED_FEASIBLE,CONVERGED,PASSED,0.992462021607019,25,1.04986284813347,13,1.24985486570723e-14,1.62314606200198e-13,23,25,0.1322
ATT_T017_000012_1,CALL_T017_000012,1,ANCHOR_SEARCH,2011-05-11 18:00:00,E0000,CAL_012018,3.75,1907.89882275661,1031.74144148548,FLAT_START,CONVERGED_FEASIBLE,CONVERGED,PASSED,0.99246102280046,25,1.04985269374916,13,1.24858835587771e-14,1.63424829224823e-13,23,25,0.129
ATT_T017_000013_1,CALL_T017_000013,1,EDGE_CANDIDATE_SCREEN,2011-05-11 18:00:00,E0000,CAL_012010,4,1947.33798771728,904.936624373565,FLAT_START,CONVERGED_FEASIBLE,CONVERGED,PASSED,0.992147004641826,25,1.04983537131951,13,1.34780757966212e-14,1.72750702631674e-13,23,25,0.1289
ATT_T017_000014_1,CALL_T017_000014,1,EDGE_CANDIDATE_SCREEN,2011-05-11 18:00:00,E0000,CAL_012011,4,1942.25318981858,921.17739236748,FLAT_START,CONVERGED_FEASIBLE,CONVERGED,PASSED,0.992187344887964,25,1.04983715888507,13,1.32736669495798e-14,1.70752301187349e-13,23,25,0.1584
