attempt_id,logical_call_id,attempt_index,phase,timestamp,edge_id,calibration_id,d_kw,p13_abs_kw,p30_abs_kw,initialization,solver_status,primary_power_flow_status,replay_status,vmin_pu,vmin_bus,vmax_pu,vmax_bus,maximum_residual,primary_replay_voltage_difference_pu,primary_iterations,replay_iterations,runtime_ms
ATT_T011_000001_1,CALL_T011_000001,1,CONFIGURATION_CONTROL,2011-02-05 18:00:00,,,0,1366.015625,1887.34375,FLAT_START,CONVERGED_FEASIBLE,CONVERGED,PASSED,0.981808691514337,25,1.01046153704617,13,8.21565038222616e-15,4.17332834956596e-13,22,25,0.1947
ATT_T011_000002_1,CALL_T011_000002,1,CONFIGURATION_CONTROL,2011-02-05 18:00:00,,,0,2979.53125,0,FLAT_START,CONVERGED_FEASIBLE,CONVERGED,PASSED,0.957109826715272,33,1.04999461944247,13,2.41594110807953e-14,2.8022029141539e-13,25,27,0.1411
ATT_T011_000003_1,CALL_T011_000003,1,CONFIGURATION_CONTROL,2011-02-05 18:00:00,,,0,-247.5,0,FLAT_START,CONVERGED_FEASIBLE,CONVERGED,PASSED,0.90000696196737,18,1,1,2.64233079860787e-14,5.38680211548126e-13,24,26,0.1609
ATT_T011_000004_1,CALL_T011_000004,1,CONFIGURATION_CONTROL,2011-02-05 18:00:00,,,0,2979.6875,0,FLAT_START,CONVERGED_INFEASIBLE,CONVERGED,PASSED,0.957111602641953,33,1.05000043939329,13,2.41720469997107e-14,2.8110846983509e-13,25,27,0.1356
ATT_T011_000005_1,CALL_T011_000005,1,ANCHOR_SEARCH,2011-02-05 18:00:00,E0000,CAL_007516,0,2323.52579343202,1984.28401787281,FLAT_START,CONVERGED_INFEASIBLE,CONVERGED,PASSED,0.985221149433864,25,1.05000068324697,13,1.65056844842662e-14,2.37143638059933e-13,24,26,0.1359
ATT_T011_000006_1,CALL_T011_000006,1,ANCHOR_SEARCH,2011-02-05 18:00:00,E0000,CAL_007516,0.5,2323.04746203524,1984.13841885201,FLAT_START,CONVERGED_FEASIBLE,CONVERGED,PASSED,0.985219205756255,25,1.0499806649675,13,1.64930720859749e-14,2.37143638059933e-13,24,26,0.1338
ATT_T011_000007_1,CALL_T011_000007,1,ANCHOR_SEARCH,2011-02-05 18:00:00,E0000,CAL_007516,1,2322.56913063847,1983.99281983121,FLAT_START,CONVERGED_FEASIBLE,CONVERGED,PASSED,0.985217261988529,25,1.04996064582041,13,1.64678533959095e-14,2.36033415035308e-13,24,26,0.134
ATT_T011_000008_1,CALL_T011_000008,1,ANCHOR_SEARCH,2011-02-05 18:00:00,E0000,CAL_007516,2,2321.61246784492,1983.7016217896,FLAT_START,CONVERGED_FEASIBLE,CONVERGED,PASSED,0.985213374182693,25,1.04992060492296,13,1.6455247113494e-14,2.36699548850083e-13,24,26,0.1325
ATT_T011_000009_1,CALL_T011_000009,1,ANCHOR_SEARCH,2011-02-05 18:00:00,E0000,CAL_007516,4,2319.69914225781,1983.11922570639,FLAT_START,CONVERGED_FEASIBLE,CONVERGED,PASSED,0.98520559748923,25,1.04984051271221,13,1.63796525925865e-14,2.35589325825458e-13,24,26,0.1536
ATT_T011_000010_1,CALL_T011_000010,1,ANCHOR_SEARCH,2011-02-05 18:00:00,E0000,CAL_007516,3,2320.65580505136,1983.410423748,FLAT_START,CONVERGED_FEASIBLE,CONVERGED,PASSED,0.985209486016283,25,1.04988056055382,13,1.64174405731538e-14,2.35589325825458e-13,24,26,0.1324
ATT_T011_000011_1,CALL_T011_000011,1,ANCHOR_SEARCH,2011-02-05 18:00:00,E0000,CAL_007516,3.5,2320.17747365459,1983.2648247272,FLAT_START,CONVERGED_FEASIBLE,CONVERGED,PASSED,0.985207541797841,25,1.04986053706712,13,1.63922465159876e-14,2.35367281220533e-13,24,26,0.1326
ATT_T011_000012_1,CALL_T011_000012,1,ANCHOR_SEARCH,2011-02-05 18:00:00,E0000,CAL_007516,3.75,2319.9383079562,1983.1920252168,FLAT_START,CONVERGED_FEASIBLE,CONVERGED,PASSED,0.985206569654807,25,1.0498505249982,13,1.63922465159876e-14,2.36033415035308e-13,24,26,11.1439
ATT_T011_000013_1,CALL_T011_000013,1,EDGE_CANDIDATE_SCREEN,2011-02-05 18:00:00,E0000,CAL_007509,4,2345.42524514489,1898.60215505711,FLAT_START,CONVERGED_FEASIBLE,CONVERGED,PASSED,0.985003654567967,25,1.0498371404623,13,1.68130301374097e-14,2.37809771874709e-13,24,26,0.2013
ATT_T011_000014_1,CALL_T011_000014,1,EDGE_CANDIDATE_SCREEN,2011-02-05 18:00:00,E0000,CAL_007510,4,2341.67205069667,1910.93239418168,FLAT_START,CONVERGED_FEASIBLE,CONVERGED,PASSED,0.985033221916039,25,1.04983803566367,13,1.66698286497463e-14,2.36921593455008e-13,24,26,0.1455
ATT_T011_000015_1,CALL_T011_000015,1,EDGE_CANDIDATE_SCREEN,2011-02-05 18:00:00,E0000,CAL_007511,4,2337.94626996913,1923.17257196356,FLAT_START,CONVERGED_FEASIBLE,CONVERGED,PASSED,0.985062537450407,25,1.04983878774748,13,1.66999154037351e-14,2.35811370430383e-13,24,26,0.1343
ATT_T011_000016_1,CALL_T011_000016,1,EDGE_CANDIDATE_SCREEN,2011-02-05 18:00:00,E0000,CAL_007512,4,2334.24704234603,1935.32551575537,FLAT_START,CONVERGED_FEASIBLE,CONVERGED,PASSED,0.985091608782675,25,1.04983940004773,13,1.66622479036653e-14,2.35811370430383e-13,24,26,0.1304
ATT_T011_000017_1,CALL_T011_000017,1,EDGE_CANDIDATE_SCREEN,2011-02-05 18:00:00,E0000,CAL_007513,4,2330.57352746758,1947.39398636192,FLAT_START,CONVERGED_FEASIBLE,CONVERGED,PASSED,0.98512044332431,25,1.04983987574084,13,1.65182989118467e-14,2.36033415035308e-13,24,26,0.1338
ATT_T011_000018_1,CALL_T011_000018,1,EDGE_CANDIDATE_SCREEN,2011-02-05 18:00:00,E0000,CAL_007514,4,2326.92490439609,1959.38068078116,FLAT_START,CONVERGED_FEASIBLE,CONVERGED,PASSED,0.985149048294912,25,1.04984021785214,13,1.64678533959095e-14,2.35367281220533e-13,24,26,0.151
ATT_T011_000019_1,CALL_T011_000019,1,EDGE_CANDIDATE_SCREEN,2011-02-05 18:00:00,E0000,CAL_007515,4,2323.30037081476,1971.28823483659,FLAT_START,CONVERGED_FEASIBLE,CONVERGED,PASSED,0.985177430730129,25,1.04984042926212,13,1.64174405731538e-14,2.35367281220533e-13,24,26,0.1498
ATT_T011_000020_1,CALL_T011_000020,1,EDGE_CANDIDATE_SCREEN,2011-02-05 18:00:00,E0000,CAL_007517,4,2316.12045137027,1994.87617435504,FLAT_START,CONVERGED_FEASIBLE,CONVERGED,PASSED,0.98523355526237,25,1.04984047081032,13,1.63167142191143e-14,2.34479102800833e-13,24,26,0.1314
ATT_T011_000021_1,CALL_T011_000021,1,EDGE_CANDIDATE_SCREEN,2011-02-05 18:00:00,E0000,CAL_007518,4,2312.56354719611,2006.56154787237,FLAT_START,CONVERGED_FEASIBLE,CONVERGED,PASSED,0.985261310577542,25,1.04984030603605,13,1.62915535401612e-14,2.34701147405758e-13,24,26,0.1307
ATT_T011_000022_1,CALL_T011_000022,1,EDGE_CANDIDATE_SCREEN,2011-02-05 18:00:00,E0000,CAL_007519,4,2309.02769449285,2018.17776172481,FLAT_START,CONVERGED_FEASIBLE,CONVERGED,PASSED,0.985288869807249,25,1.04984002074561,13,1.62092561595273e-14,2.34035013590983e-13,24,26,0.1301
ATT_T011_000023_1,CALL_T011_000023,1,EDGE_CANDIDATE_SCREEN,2011-02-05 18:00:00,E0000,CAL_007520,4,2305.51217307167,2029.72718192372,FLAT_START,CONVERGED_FEASIBLE,CONVERGED,PASSED,0.985316239174909,25,1.04983961717643,13,1.62092561595273e-14,2.33590924381133e-13,24,26,0.1281
ATT_T011_000024_1,CALL_T011_000024,1,EDGE_CANDIDATE_SCREEN,2011-02-05 18:00:00,E0000,CAL_007521,4,2302.01627716136,2041.21212711463,FLAT_START,CONVERGED_FEASIBLE,CONVERGED,PASSED,0.985343424760992,25,1.04983909745161,13,1.61784355162975e-14,2.34035013590983e-13,24,26,0.1291
ATT_T011_000025_1,CALL_T011_000025,1,EDGE_CANDIDATE_SCREEN,2011-02-05 18:00:00,E0000,CAL_007522,4,2298.53931479512,2052.63487059203,FLAT_START,CONVERGED_FEASIBLE,CONVERGED,PASSED,0.985370432508925,25,1.04983846358405,13,1.62092561595273e-14,2.33812968986058e-13,24,26,0.1295
ATT_T011_000026_1,CALL_T011_000026,1,EDGE_CANDIDATE_SCREEN,2011-02-05 18:00:00,E0000,CAL_007523,4,2295.08060721882,2063.99764224326,FLAT_START,CONVERGED_FEASIBLE,CONVERGED,PASSED,0.985397268230765,25,1.04983771748033,13,1.62092561595273e-14,2.33812968986058e-13,24,26,0.1533
ATT_T011_000027_1,CALL_T011_000027,1,EDGE_CANDIDATE_SCREEN,2011-02-05 18:00:00,E0000,CAL_007524,4,2291.63948831972,2075.30263042529,FLAT_START,CONVERGED_FEASIBLE,CONVERGED,PASSED,0.985423937612648,25,1.04983686094443,13,1.62092561595273e-14,2.33146835171283e-13,24,26,0.1297
ATT_T011_000028_1,CALL_T011_000028,1,EDGE_CANDIDATE_SCREEN,2011-02-05 18:00:00,E0000,CAL_007525,4,2288.21530407452,2086.55198377808,FLAT_START,CONVERGED_FEASIBLE,CONVERGED,PASSED,0.985450446220039,25,1.04983589568125,13,1.62092561595273e-14,2.33590924381133e-13,24,26,0.1285
ATT_T011_000029_1,CALL_T011_000029,1,EDGE_CANDIDATE_SCREEN,2011-02-05 18:00:00,E0000,CAL_007526,4,2284.80741201581,2097.74781297753,FLAT_START,CONVERGED_FEASIBLE,CONVERGED,PASSED,0.985476799502782,25,1.04983482329983,13,1.66533453693773e-14,2.32924790566358e-13,24,26,0.1315
ATT_T011_000030_1,CALL_T011_000030,1,EDGE_CANDIDATE_SCREEN,2011-02-05 18:00:00,E0000,CAL_007527,4,2281.41518071572,2108.89219243162,FLAT_START,CONVERGED_FEASIBLE,CONVERGED,PASSED,0.985503002799963,25,1.04983364531654,13,1.66533453693773e-14,2.32480701356508e-13,24,26,0.1324
ATT_T011_000031_1,CALL_T011_000031,1,LOCAL_REENTRY_STENCIL,2011-02-05 18:00:00,E0000,CAL_007516,4.25,2319.45997655943,1983.04642619599,FLAT_START,CONVERGED_FEASIBLE,CONVERGED,PASSED,0.985204625301108,25,1.04983050020914,13,1.63796525925865e-14,2.35145236615608e-13,24,26,0.1332
ATT_T011_000032_1,CALL_T011_000032,1,LOCAL_REENTRY_STENCIL,2011-02-05 18:00:00,E0000,CAL_007516,3.75,2319.9383079562,1983.1920252168,FLAT_START,CONVERGED_FEASIBLE,CONVERGED,PASSED,0.985206569654807,25,1.0498505249982,13,1.63922465159876e-14,2.36033415035308e-13,24,26,0.1513
ATT_T011_000033_1,CALL_T011_000033,1,ANCHOR_SEARCH,2011-02-05 18:00:00,E0001,CAL_007539,0,2246.17301579614,2240.74309473863,FLAT_START,CONVERGED_FEASIBLE,CONVERGED,PASSED,0.985825812118219,25,1.04999942466074,13,1.73194791841524e-14,2.36033415035308e-13,24,26,0.1408
ATT_T011_000034_1,CALL_T011_000034,1,ANCHOR_SEARCH,2011-02-05 18:00:00,E0001,CAL_007539,0.5,2245.69389835854,2240.60010354664,FLAT_START,CONVERGED_FEASIBLE,CONVERGED,PASSED,0.985823881912207,25,1.04997937100994,13,1.68753899743024e-14,2.36255459640233e-13,24,26,0.1442
ATT_T011_000035_1,CALL_T011_000035,1,ANCHOR_SEARCH,2011-02-05 18:00:00,E0001,CAL_007539,1,2245.21478092094,2240.45711235465,FLAT_START,CONVERGED_FEASIBLE,CONVERGED,PASSED,0.985821951616368,25,1.04995931648595,13,1.70974345792274e-14,2.34923192010683e-13,24,26,0.1332
ATT_T011_000036_1,CALL_T011_000036,1,ANCHOR_SEARCH,2011-02-05 18:00:00,E0001,CAL_007539,2,2244.25654604574,2240.17112997067,FLAT_START,CONVERGED_FEASIBLE,CONVERGED,PASSED,0.985818090755175,25,1.04991920481801,13,1.68753899743024e-14,2.35145236615608e-13,24,26,0.1313
ATT_T011_000037_1,CALL_T011_000037,1,ANCHOR_SEARCH,2011-02-05 18:00:00,E0001,CAL_007539,4,2242.34007629533,2239.59916520271,FLAT_START,CONVERGED_FEASIBLE,CONVERGED,PASSED,0.985810367954477,25,1.04983897099948,13,1.73194791841524e-14,2.33590924381133e-13,24,26,0.1304
ATT_T011_000038_1,CALL_T011_000038,1,ANCHOR_SEARCH,2011-02-05 18:00:00,E0001,CAL_007539,3,2243.29831117053,2239.88514758669,FLAT_START,CONVERGED_FEASIBLE,CONVERGED,PASSED,0.985814229534568,25,1.04987908965612,13,1.70974345792274e-14,2.35367281220533e-13,24,26,0.1323
