attempt_id,logical_call_id,attempt_index,phase,timestamp,edge_id,calibration_id,d_kw,p13_abs_kw,p30_abs_kw,initialization,solver_status,primary_power_flow_status,replay_status,vmin_pu,vmin_bus,vmax_pu,vmax_bus,maximum_residual,primary_replay_voltage_difference_pu,primary_iterations,replay_iterations,runtime_ms
ATT_T005_000001_1,CALL_T005_000001,1,CONFIGURATION_CONTROL,2010-11-26 18:00:00,,,0,140.78125,181.25,FLAT_START,CONVERGED_FEASIBLE,CONVERGED,PASSED,0.983272807572838,33,1,1,2.55351295663786e-15,5.87307980026708e-14,20,22,0.1807
ATT_T005_000002_1,CALL_T005_000002,1,CONFIGURATION_CONTROL,2010-11-26 18:00:00,,,0,1729.375,0,FLAT_START,CONVERGED_FEASIBLE,CONVERGED,PASSED,0.99679081211175,25,1.04999277367556,13,7.0376976723965e-15,2.54463117244086e-13,22,25,0.1334
ATT_T005_000003_1,CALL_T005_000003,1,CONFIGURATION_CONTROL,2010-11-26 18:00:00,,,0,-1447.8125,0,FLAT_START,CONVERGED_FEASIBLE,CONVERGED,PASSED,0.900005349289621,18,1,1,1.52100554373646e-14,8.55981951985996e-13,25,28,0.1692
ATT_T005_000004_1,CALL_T005_000004,1,CONFIGURATION_CONTROL,2010-11-26 18:00:00,,,0,1729.6875,0,FLAT_START,CONVERGED_INFEASIBLE,CONVERGED,PASSED,0.996791796863237,25,1.05000492740086,13,7.05035670309704e-15,2.54463117244086e-13,22,25,0.1259
ATT_T005_000005_1,CALL_T005_000005,1,ANCHOR_SEARCH,2010-11-26 18:00:00,E0000,CAL_003005,0,1617.13311010389,348.057301938383,FLAT_START,CONVERGED_INFEASIBLE,CONVERGED,PASSED,0.99767710588509,25,1.05001367463912,13,1.48757003772991e-14,1.80300219199125e-13,22,24,0.1264
ATT_T005_000006_1,CALL_T005_000006,1,ANCHOR_SEARCH,2010-11-26 18:00:00,E0000,CAL_003005,0.5,1616.6568250093,347.905142454067,FLAT_START,CONVERGED_FEASIBLE,CONVERGED,PASSED,0.997675069110594,25,1.04999316312236,13,1.4774832828311e-14,1.800781745942e-13,22,24,0.1325
ATT_T005_000007_1,CALL_T005_000007,1,ANCHOR_SEARCH,2010-11-26 18:00:00,E0000,CAL_003005,1,1616.1805399147,347.75298296975,FLAT_START,CONVERGED_FEASIBLE,CONVERGED,PASSED,0.997673032241393,25,1.04997265069346,13,1.48312603944017e-14,1.800781745942e-13,22,24,0.1239
ATT_T005_000008_1,CALL_T005_000008,1,ANCHOR_SEARCH,2010-11-26 18:00:00,E0000,CAL_003005,2,1615.22796972551,347.448664001118,FLAT_START,CONVERGED_FEASIBLE,CONVERGED,PASSED,0.99766895821884,25,1.04993162309888,13,1.4717367798004e-14,1.800781745942e-13,22,24,0.1201
ATT_T005_000009_1,CALL_T005_000009,1,ANCHOR_SEARCH,2010-11-26 18:00:00,E0000,CAL_003005,4,1613.32282934714,346.840026063853,FLAT_START,CONVERGED_FEASIBLE,CONVERGED,PASSED,0.997660809036851,25,1.04984955695952,13,1.46344348676936e-14,1.78967951569575e-13,22,24,0.1208
ATT_T005_000010_1,CALL_T005_000010,1,ANCHOR_SEARCH,2010-11-26 18:00:00,E0000,CAL_003005,3,1614.27539953632,347.144345032485,FLAT_START,CONVERGED_FEASIBLE,CONVERGED,PASSED,0.997664883817351,25,1.04989059185452,13,1.46727009409782e-14,1.79412040779425e-13,22,24,0.1494
