timestamp,edge_id,boundary_class,guard_relation,endpoint_status_combination,inward_normal_p13,inward_normal_p30,normal_sign_category,normal_policy,owner_cell_id,parallel_retreat_cap_kw,cap_role,committed_failure_count,original_interior_calibration_count,enrichment_count,locked_interior_calibration_count,locked_calibration_g_e,future_d_e_star_kw,repair_scope,h1_planned_count_pre_repair,h2_targeted
2010-07-01 07:30:00,E0000,VMAX13,NONE,REFLEX-REFLEX,-0.95382203276439,-0.30037231865338,componentwise_nonpositive,USE_ORIGINAL_INWARD_NORMAL_NO_COMPONENTWISE_PROJECTION,0,1329.09790905032,GEOMETRY_BOUND_ONLY_NOT_PRIMARY_FALSIFICATION_PATH,17,19,0,19,0.0532358352036928,FUTURE_AC_ONLY,ALL_OUTER_EDGES_SYMMETRIC_BOUNDARY_HEADROOM,28,False
2010-07-01 07:30:00,E0001,VMAX13,NONE,REFLEX-REFLEX,-0.955901205885541,-0.293688414117018,componentwise_nonpositive,USE_ORIGINAL_INWARD_NORMAL_NO_COMPONENTWISE_PROJECTION,1,1329.59291521964,GEOMETRY_BOUND_ONLY_NOT_PRIMARY_FALSIFICATION_PATH,21,19,0,19,0.0515326571721966,FUTURE_AC_ONLY,ALL_OUTER_EDGES_SYMMETRIC_BOUNDARY_HEADROOM,27,False
2010-07-01 07:30:00,E0002,VMAX13,NONE,REFLEX-REFLEX,-0.957601643073357,-0.28809563200994,componentwise_nonpositive,USE_ORIGINAL_INWARD_NORMAL_NO_COMPONENTWISE_PROJECTION,2,1328.12139559882,GEOMETRY_BOUND_ONLY_NOT_PRIMARY_FALSIFICATION_PATH,21,19,0,19,0.050450690848596,FUTURE_AC_ONLY,ALL_OUTER_EDGES_SYMMETRIC_BOUNDARY_HEADROOM,24,False
2010-07-01 07:30:00,E0003,VMAX13,NONE,REFLEX-REFLEX,-0.959431959312226,-0.281940269295293,componentwise_nonpositive,USE_ORIGINAL_INWARD_NORMAL_NO_COMPONENTWISE_PROJECTION,3,1324.47907553758,GEOMETRY_BOUND_ONLY_NOT_PRIMARY_FALSIFICATION_PATH,21,19,0,19,0.052034834188398,FUTURE_AC_ONLY,ALL_OUTER_EDGES_SYMMETRIC_BOUNDARY_HEADROOM,22,False
2010-07-01 07:30:00,E0004,VMAX13,NONE,REFLEX-CONVEX,-0.961158172897631,-0.275998128022794,componentwise_nonpositive,USE_ORIGINAL_INWARD_NORMAL_NO_COMPONENTWISE_PROJECTION,4,1318.92850888512,GEOMETRY_BOUND_ONLY_NOT_PRIMARY_FALSIFICATION_PATH,22,20,0,20,0.053800856038323,FUTURE_AC_ONLY,ALL_OUTER_EDGES_SYMMETRIC_BOUNDARY_HEADROOM,18,True
2010-07-01 07:30:00,E0005,CLASS_TRANSITION,NONE,CONVEX-CONVEX,-0.873124761384175,-0.48749682158741,componentwise_nonpositive,USE_ORIGINAL_INWARD_NORMAL_NO_COMPONENTWISE_PROJECTION,4,1571.41978690343,GEOMETRY_BOUND_ONLY_NOT_PRIMARY_FALSIFICATION_PATH,0,10,0,10,0.10202916794102,FUTURE_AC_ONLY,ALL_OUTER_EDGES_SYMMETRIC_BOUNDARY_HEADROOM,9,False
2010-07-01 07:30:00,E0006,VMAX30,NONE,CONVEX-REFLEX,-0.385001865961127,-0.922915794212262,componentwise_nonpositive,USE_ORIGINAL_INWARD_NORMAL_NO_COMPONENTWISE_PROJECTION,4,1912.15383975511,GEOMETRY_BOUND_ONLY_NOT_PRIMARY_FALSIFICATION_PATH,0,9,0,9,0.102419719643528,FUTURE_AC_ONLY,ALL_OUTER_EDGES_SYMMETRIC_BOUNDARY_HEADROOM,8,False
2010-07-01 07:30:00,E0007,VMAX30,NONE,REFLEX-REFLEX,-0.390556847744249,-0.920578811770114,componentwise_nonpositive,USE_ORIGINAL_INWARD_NORMAL_NO_COMPONENTWISE_PROJECTION,5,1911.96264467938,GEOMETRY_BOUND_ONLY_NOT_PRIMARY_FALSIFICATION_PATH,15,19,0,19,0.0514904397277049,FUTURE_AC_ONLY,ALL_OUTER_EDGES_SYMMETRIC_BOUNDARY_HEADROOM,16,False
2010-07-01 07:30:00,E0008,VMAX30,NONE,REFLEX-REFLEX,-0.398313724277928,-0.91724924478129,componentwise_nonpositive,USE_ORIGINAL_INWARD_NORMAL_NO_COMPONENTWISE_PROJECTION,6,1909.39840241936,GEOMETRY_BOUND_ONLY_NOT_PRIMARY_FALSIFICATION_PATH,10,19,0,19,0.050480003743294,FUTURE_AC_ONLY,ALL_OUTER_EDGES_SYMMETRIC_BOUNDARY_HEADROOM,14,False
2010-07-01 07:30:00,E0009,VMAX30,NONE,REFLEX-REFLEX,-0.408690504037225,-0.91267303669485,componentwise_nonpositive,USE_ORIGINAL_INWARD_NORMAL_NO_COMPONENTWISE_PROJECTION,7,1902.86735354394,GEOMETRY_BOUND_ONLY_NOT_PRIMARY_FALSIFICATION_PATH,17,19,0,19,0.052067378989795,FUTURE_AC_ONLY,ALL_OUTER_EDGES_SYMMETRIC_BOUNDARY_HEADROOM,14,False
2010-07-01 07:30:00,E0010,VMAX30,NONE,REFLEX-REFLEX,-0.416756639854311,-0.909018098355222,componentwise_nonpositive,USE_ORIGINAL_INWARD_NORMAL_NO_COMPONENTWISE_PROJECTION,8,1895.24703107788,GEOMETRY_BOUND_ONLY_NOT_PRIMARY_FALSIFICATION_PATH,20,19,0,19,0.053823175003994,FUTURE_AC_ONLY,ALL_OUTER_EDGES_SYMMETRIC_BOUNDARY_HEADROOM,14,False
2010-07-01 07:30:00,E0011,VMAX30,NONE,REFLEX-CONVEX,-0.426823716296368,-0.904334846838801,componentwise_nonpositive,USE_ORIGINAL_INWARD_NORMAL_NO_COMPONENTWISE_PROJECTION,9,1882.17576950487,GEOMETRY_BOUND_ONLY_NOT_PRIMARY_FALSIFICATION_PATH,0,9,0,9,0.104853215119543,FUTURE_AC_ONLY,ALL_OUTER_EDGES_SYMMETRIC_BOUNDARY_HEADROOM,7,False
2010-07-01 07:30:00,E0012,VMAX30,NONE,CONVEX-REFLEX,-0.426395063569761,-0.904537036147962,componentwise_nonpositive,USE_ORIGINAL_INWARD_NORMAL_NO_COMPONENTWISE_PROJECTION,9,1882.81931232782,GEOMETRY_BOUND_ONLY_NOT_PRIMARY_FALSIFICATION_PATH,0,2,4,6,0.199289280757518,FUTURE_AC_ONLY,ALL_OUTER_EDGES_SYMMETRIC_BOUNDARY_HEADROOM,1,False
2010-07-01 07:30:00,E0013,VMAX30,NONE,REFLEX-REFLEX,-0.434421234137709,-0.900709826375992,componentwise_nonpositive,USE_ORIGINAL_INWARD_NORMAL_NO_COMPONENTWISE_PROJECTION,10,1870.40772790051,GEOMETRY_BOUND_ONLY_NOT_PRIMARY_FALSIFICATION_PATH,0,8,0,8,0.125719737253744,FUTURE_AC_ONLY,ALL_OUTER_EDGES_SYMMETRIC_BOUNDARY_HEADROOM,6,True
2010-07-01 07:30:00,E0014,VMAX30,NONE,REFLEX-REFLEX,-0.441067023007109,-0.897474167436393,componentwise_nonpositive,USE_ORIGINAL_INWARD_NORMAL_NO_COMPONENTWISE_PROJECTION,11,1858.77813351852,GEOMETRY_BOUND_ONLY_NOT_PRIMARY_FALSIFICATION_PATH,11,9,0,9,0.107235632012017,FUTURE_AC_ONLY,ALL_OUTER_EDGES_SYMMETRIC_BOUNDARY_HEADROOM,8,False
2010-07-01 07:30:00,E0015,VMAX30,NONE,REFLEX-REFLEX,-0.450424470131581,-0.892814536567749,componentwise_nonpositive,USE_ORIGINAL_INWARD_NORMAL_NO_COMPONENTWISE_PROJECTION,12,1839.82710032743,GEOMETRY_BOUND_ONLY_NOT_PRIMARY_FALSIFICATION_PATH,12,9,0,9,0.108798346854,FUTURE_AC_ONLY,ALL_OUTER_EDGES_SYMMETRIC_BOUNDARY_HEADROOM,8,False
2010-07-01 07:30:00,E0016,VMAX30,NONE,REFLEX-REFLEX,-0.463709959961414,-0.88598706143633,componentwise_nonpositive,USE_ORIGINAL_INWARD_NORMAL_NO_COMPONENTWISE_PROJECTION,13,1808.41031137794,GEOMETRY_BOUND_ONLY_NOT_PRIMARY_FALSIFICATION_PATH,12,9,0,9,0.110826891347507,FUTURE_AC_ONLY,ALL_OUTER_EDGES_SYMMETRIC_BOUNDARY_HEADROOM,8,False
2010-07-01 07:30:00,E0017,VMAX30,ADJACENT_TO_GUARD_LIMITED_EDGE,REFLEX-CONVEX,-0.480788182429726,-0.876836771375334,componentwise_nonpositive,USE_ORIGINAL_INWARD_NORMAL_NO_COMPONENTWISE_PROJECTION,14,1760.5849088306,GEOMETRY_BOUND_ONLY_NOT_PRIMARY_FALSIFICATION_PATH,13,10,0,10,0.113625180123242,FUTURE_AC_ONLY,ALL_OUTER_EDGES_SYMMETRIC_BOUNDARY_HEADROOM,9,False
2010-07-01 07:30:00,E0018,CLASS_TRANSITION,CROSSES_GUARD_LIMITED_RAY,CONVEX-CONVEX,0.675918518614372,-0.736976360675262,mixed_sign,USE_ORIGINAL_INWARD_NORMAL_NO_COMPONENTWISE_PROJECTION,14,3339.22137487467,GEOMETRY_BOUND_ONLY_NOT_PRIMARY_FALSIFICATION_PATH,0,30,0,30,0.036050597374978,FUTURE_AC_ONLY,ALL_OUTER_EDGES_SYMMETRIC_BOUNDARY_HEADROOM,29,False
2010-07-01 07:30:00,E0019,VMIN18,ADJACENT_TO_GUARD_LIMITED_EDGE,CONVEX-CONVEX,0.974365235445508,0.224971971488047,componentwise_positive,USE_ORIGINAL_INWARD_NORMAL_NO_COMPONENTWISE_PROJECTION,14,1760.42019686737,GEOMETRY_BOUND_ONLY_NOT_PRIMARY_FALSIFICATION_PATH,0,10,0,10,0.110195007930934,FUTURE_AC_ONLY,ALL_OUTER_EDGES_SYMMETRIC_BOUNDARY_HEADROOM,11,False
2010-07-01 07:30:00,E0020,VMIN18,NONE,CONVEX-CONVEX,0.97264687616146,0.232288730448452,componentwise_positive,USE_ORIGINAL_INWARD_NORMAL_NO_COMPONENTWISE_PROJECTION,14,1742.99301463814,GEOMETRY_BOUND_ONLY_NOT_PRIMARY_FALSIFICATION_PATH,0,9,0,9,0.108684600345402,FUTURE_AC_ONLY,ALL_OUTER_EDGES_SYMMETRIC_BOUNDARY_HEADROOM,11,False
