timestamp,certified_production_direction_count,guard_truncation_count,actual_maximum_angular_gap_deg,actual_median_angular_gap_deg,hypothetical_origin_base_maximum_gap_deg,hypothetical_origin_base_median_gap_deg,corresponding_base_direction_displacement_median_deg,corresponding_base_direction_displacement_maximum_deg,interpretation
2010-07-01 07:30:00,47,4,20.354404615876263,6.728253450320665,24.17501046447495,9.256753257421593,7.118315941770376,25.06240403368585,SAMPLING_GEOMETRY_ONLY_NO_NEW_AC_SOLVES
2010-07-02 17:30:00,49,2,35.95832553995112,5.027312685720023,41.13336572444618,8.26787099938488,13.056580161375052,54.26421576959689,SAMPLING_GEOMETRY_ONLY_NO_NEW_AC_SOLVES
2010-07-02 18:00:00,49,2,32.13223943585035,5.313276332660692,38.015528896842284,8.288321857028098,12.41233105086593,49.85261347646406,SAMPLING_GEOMETRY_ONLY_NO_NEW_AC_SOLVES
2010-07-03 00:00:00,49,2,14.71896873407556,6.751150470368941,15.149645959335345,9.392433188075746,0.7770680320696783,2.5284986005790415,SAMPLING_GEOMETRY_ONLY_NO_NEW_AC_SOLVES
2010-11-26 18:00:00,49,2,15.336320113761928,6.636704868461408,16.690212055285684,9.388667598308349,2.188834112634396,6.897890779907669,SAMPLING_GEOMETRY_ONLY_NO_NEW_AC_SOLVES
2010-12-21 11:30:00,49,2,14.71427009505038,6.71404812123717,15.527671359457202,9.397190796347811,1.2422143660156166,4.19326040992155,SAMPLING_GEOMETRY_ONLY_NO_NEW_AC_SOLVES
2010-12-21 12:00:00,49,2,14.653128144170466,6.745154137131749,15.365446716988174,9.396878310928116,1.0793798215883328,3.7246944563885336,SAMPLING_GEOMETRY_ONLY_NO_NEW_AC_SOLVES
2011-01-21 18:00:00,49,2,17.131472731028367,6.340746116735275,19.555332764674375,9.858230806720428,4.004348291344286,14.493228018895735,SAMPLING_GEOMETRY_ONLY_NO_NEW_AC_SOLVES
2011-02-05 11:30:00,49,2,39.54159068044507,4.808670935803509,43.91752939391162,8.248152354308306,13.56733556220496,57.83480272617595,SAMPLING_GEOMETRY_ONLY_NO_NEW_AC_SOLVES
2011-02-05 17:30:00,50,2,63.5808596584431,3.45839102228215,67.96855878408,7.348332432662481,17.515267567150772,89.38400725166086,SAMPLING_GEOMETRY_ONLY_NO_NEW_AC_SOLVES
2011-02-05 18:00:00,50,2,61.630115916411455,3.338297163356387,71.6159830534669,7.240675697287422,17.939780424844685,95.02192147543417,SAMPLING_GEOMETRY_ONLY_NO_NEW_AC_SOLVES
2011-02-06 00:00:00,47,4,20.591950434458226,6.795813264415216,24.461054872958243,9.22635277526635,7.286175659605391,25.655958816210585,SAMPLING_GEOMETRY_ONLY_NO_NEW_AC_SOLVES
2011-03-04 18:00:00,49,2,15.334083657120544,6.637616273212089,16.686510578093362,9.389042963916967,2.1866887383841913,6.891985204959838,SAMPLING_GEOMETRY_ONLY_NO_NEW_AC_SOLVES
2011-03-08 11:30:00,49,2,14.738130214075397,6.7014201434137135,15.592921498231362,9.39740226363675,1.2944044361923943,4.386083300302403,SAMPLING_GEOMETRY_ONLY_NO_NEW_AC_SOLVES
2011-03-08 12:30:00,49,2,14.543970188180538,6.741050706045542,15.094721455654621,9.396537808645721,0.86175970815151,2.942800749986418,SAMPLING_GEOMETRY_ONLY_NO_NEW_AC_SOLVES
2011-05-11 17:30:00,49,2,25.055185542134524,6.032153791085137,30.25423133215321,8.771253353159288,10.243399426273982,36.60711919852511,SAMPLING_GEOMETRY_ONLY_NO_NEW_AC_SOLVES
2011-05-11 18:00:00,49,2,25.336823588295346,5.988264215654263,30.668706971236787,8.741223094402905,10.387198904311106,37.40837857251523,SAMPLING_GEOMETRY_ONLY_NO_NEW_AC_SOLVES
2011-05-16 07:30:00,49,2,17.51128275962577,6.454488362954521,20.21606705617475,9.959477601211589,4.348362550445643,16.135540135106538,SAMPLING_GEOMETRY_ONLY_NO_NEW_AC_SOLVES
