scope,vmax_reflex_count,local_depth_min_kw,local_depth_q1_kw,local_depth_median_kw,local_depth_q3_kw,local_depth_max_kw,metric_definition,validation_label,explicit_non_equivalence
ALL_TIMESTAMPS,717,0.0220630657978178,0.747525817101625,1.17450150597952,1.5794834986687,9.02245431931105,PERPENDICULAR_DISTANCE_FROM_REFLEX_VERTEX_TO_SEGMENT_JOINING_IMMEDIATE_POLYGON_NEIGHBORS,GEOMETRIC_ONLY_NOT_AC_VALIDATED,NOT_AC_INTER_RAY_SAGITTA;NOT_AN_AC_FEASIBILITY_GUARANTEE
2010-07-01 07:30:00,20,0.207422187659503,0.983663601116776,1.15887310129128,1.52360999074415,3.77087909590601,PERPENDICULAR_DISTANCE_FROM_REFLEX_VERTEX_TO_SEGMENT_JOINING_IMMEDIATE_POLYGON_NEIGHBORS,GEOMETRIC_ONLY_NOT_AC_VALIDATED,NOT_AC_INTER_RAY_SAGITTA;NOT_AN_AC_FEASIBILITY_GUARANTEE
2010-07-02 17:30:00,24,0.210044460194898,0.677466999982021,0.774760800199739,1.00962214655136,5.48457257522293,PERPENDICULAR_DISTANCE_FROM_REFLEX_VERTEX_TO_SEGMENT_JOINING_IMMEDIATE_POLYGON_NEIGHBORS,GEOMETRIC_ONLY_NOT_AC_VALIDATED,NOT_AC_INTER_RAY_SAGITTA;NOT_AN_AC_FEASIBILITY_GUARANTEE
2010-07-02 18:00:00,24,0.229496944162487,0.661519813469067,0.831691692448885,1.12141556845597,5.87407999378106,PERPENDICULAR_DISTANCE_FROM_REFLEX_VERTEX_TO_SEGMENT_JOINING_IMMEDIATE_POLYGON_NEIGHBORS,GEOMETRIC_ONLY_NOT_AC_VALIDATED,NOT_AC_INTER_RAY_SAGITTA;NOT_AN_AC_FEASIBILITY_GUARANTEE
2010-07-03 00:00:00,22,0.0787546544262705,0.895738341130216,1.24117313628539,1.6695475880483,5.73303433376152,PERPENDICULAR_DISTANCE_FROM_REFLEX_VERTEX_TO_SEGMENT_JOINING_IMMEDIATE_POLYGON_NEIGHBORS,GEOMETRIC_ONLY_NOT_AC_VALIDATED,NOT_AC_INTER_RAY_SAGITTA;NOT_AN_AC_FEASIBILITY_GUARANTEE
2010-11-26 18:00:00,22,0.347589785068456,0.911839803036425,1.16388569446665,1.61910082917549,5.24934426736837,PERPENDICULAR_DISTANCE_FROM_REFLEX_VERTEX_TO_SEGMENT_JOINING_IMMEDIATE_POLYGON_NEIGHBORS,GEOMETRIC_ONLY_NOT_AC_VALIDATED,NOT_AC_INTER_RAY_SAGITTA;NOT_AN_AC_FEASIBILITY_GUARANTEE
2010-12-21 11:30:00,22,0.251844866383969,0.907789055042457,1.34060247895075,1.70259539410851,6.28053711087697,PERPENDICULAR_DISTANCE_FROM_REFLEX_VERTEX_TO_SEGMENT_JOINING_IMMEDIATE_POLYGON_NEIGHBORS,GEOMETRIC_ONLY_NOT_AC_VALIDATED,NOT_AC_INTER_RAY_SAGITTA;NOT_AN_AC_FEASIBILITY_GUARANTEE
2010-12-21 12:00:00,22,0.122064956732828,0.955054028895842,1.26454259513371,1.79172152619127,6.28924365456191,PERPENDICULAR_DISTANCE_FROM_REFLEX_VERTEX_TO_SEGMENT_JOINING_IMMEDIATE_POLYGON_NEIGHBORS,GEOMETRIC_ONLY_NOT_AC_VALIDATED,NOT_AC_INTER_RAY_SAGITTA;NOT_AN_AC_FEASIBILITY_GUARANTEE
2011-01-21 18:00:00,21,0.124999706268644,0.910021249055191,1.19975560651463,1.5794834986687,4.55318186498663,PERPENDICULAR_DISTANCE_FROM_REFLEX_VERTEX_TO_SEGMENT_JOINING_IMMEDIATE_POLYGON_NEIGHBORS,GEOMETRIC_ONLY_NOT_AC_VALIDATED,NOT_AC_INTER_RAY_SAGITTA;NOT_AN_AC_FEASIBILITY_GUARANTEE
2011-02-05 11:30:00,23,0.284080950075851,0.577497157452868,0.802581555778299,1.04607858630431,5.23303818921706,PERPENDICULAR_DISTANCE_FROM_REFLEX_VERTEX_TO_SEGMENT_JOINING_IMMEDIATE_POLYGON_NEIGHBORS,GEOMETRIC_ONLY_NOT_AC_VALIDATED,NOT_AC_INTER_RAY_SAGITTA;NOT_AN_AC_FEASIBILITY_GUARANTEE
2011-02-05 17:30:00,27,0.232959917907409,0.452439567256321,0.606072993901957,1.1648799718102,9.02245431931105,PERPENDICULAR_DISTANCE_FROM_REFLEX_VERTEX_TO_SEGMENT_JOINING_IMMEDIATE_POLYGON_NEIGHBORS,GEOMETRIC_ONLY_NOT_AC_VALIDATED,NOT_AC_INTER_RAY_SAGITTA;NOT_AN_AC_FEASIBILITY_GUARANTEE
2011-02-05 18:00:00,27,0.0921099043776794,0.429614899081447,0.579749883755915,0.912625645289766,8.32106336473032,PERPENDICULAR_DISTANCE_FROM_REFLEX_VERTEX_TO_SEGMENT_JOINING_IMMEDIATE_POLYGON_NEIGHBORS,GEOMETRIC_ONLY_NOT_AC_VALIDATED,NOT_AC_INTER_RAY_SAGITTA;NOT_AN_AC_FEASIBILITY_GUARANTEE
2011-02-06 00:00:00,22,0.0220852467916041,0.704698274276632,1.06104288501719,1.51264637043455,3.72098964637613,PERPENDICULAR_DISTANCE_FROM_REFLEX_VERTEX_TO_SEGMENT_JOINING_IMMEDIATE_POLYGON_NEIGHBORS,GEOMETRIC_ONLY_NOT_AC_VALIDATED,NOT_AC_INTER_RAY_SAGITTA;NOT_AN_AC_FEASIBILITY_GUARANTEE
2011-03-04 18:00:00,22,0.515381356840234,0.813212262185874,1.25349104705928,1.49758995228469,5.1273111628908,PERPENDICULAR_DISTANCE_FROM_REFLEX_VERTEX_TO_SEGMENT_JOINING_IMMEDIATE_POLYGON_NEIGHBORS,GEOMETRIC_ONLY_NOT_AC_VALIDATED,NOT_AC_INTER_RAY_SAGITTA;NOT_AN_AC_FEASIBILITY_GUARANTEE
2011-03-08 11:30:00,22,0.164179362422989,1.01237957670476,1.2540214053158,1.76065323967554,6.48640729598361,PERPENDICULAR_DISTANCE_FROM_REFLEX_VERTEX_TO_SEGMENT_JOINING_IMMEDIATE_POLYGON_NEIGHBORS,GEOMETRIC_ONLY_NOT_AC_VALIDATED,NOT_AC_INTER_RAY_SAGITTA;NOT_AN_AC_FEASIBILITY_GUARANTEE
2011-03-08 12:30:00,22,0.140242720143374,0.989332973760559,1.3431430955616,1.76247643906854,6.16968489393013,PERPENDICULAR_DISTANCE_FROM_REFLEX_VERTEX_TO_SEGMENT_JOINING_IMMEDIATE_POLYGON_NEIGHBORS,GEOMETRIC_ONLY_NOT_AC_VALIDATED,NOT_AC_INTER_RAY_SAGITTA;NOT_AN_AC_FEASIBILITY_GUARANTEE
2011-05-11 17:30:00,24,0.0922123795466016,0.668281529242356,1.03354167752657,1.41903723425631,7.21245917489852,PERPENDICULAR_DISTANCE_FROM_REFLEX_VERTEX_TO_SEGMENT_JOINING_IMMEDIATE_POLYGON_NEIGHBORS,GEOMETRIC_ONLY_NOT_AC_VALIDATED,NOT_AC_INTER_RAY_SAGITTA;NOT_AN_AC_FEASIBILITY_GUARANTEE
2011-05-11 18:00:00,24,0.0750051703430419,0.680459536818301,0.919380331219426,1.37366123119167,7.10047927311258,PERPENDICULAR_DISTANCE_FROM_REFLEX_VERTEX_TO_SEGMENT_JOINING_IMMEDIATE_POLYGON_NEIGHBORS,GEOMETRIC_ONLY_NOT_AC_VALIDATED,NOT_AC_INTER_RAY_SAGITTA;NOT_AN_AC_FEASIBILITY_GUARANTEE
2011-05-16 07:30:00,21,0.0220630657978178,1.02892054149915,1.19459401878506,1.70287038662997,4.40815634527581,PERPENDICULAR_DISTANCE_FROM_REFLEX_VERTEX_TO_SEGMENT_JOINING_IMMEDIATE_POLYGON_NEIGHBORS,GEOMETRIC_ONLY_NOT_AC_VALIDATED,NOT_AC_INTER_RAY_SAGITTA;NOT_AN_AC_FEASIBILITY_GUARANTEE
2011-09-11 00:00:00,22,0.101294859101953,0.932345384462254,1.33157014715264,1.6816398147105,6.09652877697796,PERPENDICULAR_DISTANCE_FROM_REFLEX_VERTEX_TO_SEGMENT_JOINING_IMMEDIATE_POLYGON_NEIGHBORS,GEOMETRIC_ONLY_NOT_AC_VALIDATED,NOT_AC_INTER_RAY_SAGITTA;NOT_AN_AC_FEASIBILITY_GUARANTEE
2011-09-30 05:30:00,21,0.35540044076025,0.933397588691036,1.26114721966418,1.68970480511858,5.51830205975066,PERPENDICULAR_DISTANCE_FROM_REFLEX_VERTEX_TO_SEGMENT_JOINING_IMMEDIATE_POLYGON_NEIGHBORS,GEOMETRIC_ONLY_NOT_AC_VALIDATED,NOT_AC_INTER_RAY_SAGITTA;NOT_AN_AC_FEASIBILITY_GUARANTEE
2011-09-30 11:30:00,21,0.159422692033534,1.26063798160671,1.38380337036638,1.73696339268015,6.20661094370417,PERPENDICULAR_DISTANCE_FROM_REFLEX_VERTEX_TO_SEGMENT_JOINING_IMMEDIATE_POLYGON_NEIGHBORS,GEOMETRIC_ONLY_NOT_AC_VALIDATED,NOT_AC_INTER_RAY_SAGITTA;NOT_AN_AC_FEASIBILITY_GUARANTEE
2011-11-14 17:30:00,24,0.135825008576567,0.582293932468175,1.06067216449714,1.45262174712108,7.28586141087993,PERPENDICULAR_DISTANCE_FROM_REFLEX_VERTEX_TO_SEGMENT_JOINING_IMMEDIATE_POLYGON_NEIGHBORS,GEOMETRIC_ONLY_NOT_AC_VALIDATED,NOT_AC_INTER_RAY_SAGITTA;NOT_AN_AC_FEASIBILITY_GUARANTEE
2011-11-14 19:30:00,24,0.281612738493619,0.588199236707942,0.895778551792723,1.37377713096112,6.80483921373453,PERPENDICULAR_DISTANCE_FROM_REFLEX_VERTEX_TO_SEGMENT_JOINING_IMMEDIATE_POLYGON_NEIGHBORS,GEOMETRIC_ONLY_NOT_AC_VALIDATED,NOT_AC_INTER_RAY_SAGITTA;NOT_AN_AC_FEASIBILITY_GUARANTEE
2011-12-15 05:30:00,21,0.345700029850158,0.930147890244523,1.38342368423459,1.55399175122022,5.61096761121523,PERPENDICULAR_DISTANCE_FROM_REFLEX_VERTEX_TO_SEGMENT_JOINING_IMMEDIATE_POLYGON_NEIGHBORS,GEOMETRIC_ONLY_NOT_AC_VALIDATED,NOT_AC_INTER_RAY_SAGITTA;NOT_AN_AC_FEASIBILITY_GUARANTEE
2012-08-04 03:30:00,21,0.337861591731496,1.1193060130152,1.27090943496736,1.75045633590198,5.85450402101176,PERPENDICULAR_DISTANCE_FROM_REFLEX_VERTEX_TO_SEGMENT_JOINING_IMMEDIATE_POLYGON_NEIGHBORS,GEOMETRIC_ONLY_NOT_AC_VALIDATED,NOT_AC_INTER_RAY_SAGITTA;NOT_AN_AC_FEASIBILITY_GUARANTEE
2012-08-05 23:30:00,22,0.0781325004833199,1.0545974547294,1.32935118739169,1.62595329405233,6.15213025621518,PERPENDICULAR_DISTANCE_FROM_REFLEX_VERTEX_TO_SEGMENT_JOINING_IMMEDIATE_POLYGON_NEIGHBORS,GEOMETRIC_ONLY_NOT_AC_VALIDATED,NOT_AC_INTER_RAY_SAGITTA;NOT_AN_AC_FEASIBILITY_GUARANTEE
2012-08-24 12:00:00,22,0.313060110611115,1.00887804662683,1.28653561525851,1.75405997409882,6.38126985176622,PERPENDICULAR_DISTANCE_FROM_REFLEX_VERTEX_TO_SEGMENT_JOINING_IMMEDIATE_POLYGON_NEIGHBORS,GEOMETRIC_ONLY_NOT_AC_VALIDATED,NOT_AC_INTER_RAY_SAGITTA;NOT_AN_AC_FEASIBILITY_GUARANTEE
2012-08-31 11:30:00,22,0.35435320025645,0.933032306209307,1.33150049903274,1.77489042565714,6.46161863753984,PERPENDICULAR_DISTANCE_FROM_REFLEX_VERTEX_TO_SEGMENT_JOINING_IMMEDIATE_POLYGON_NEIGHBORS,GEOMETRIC_ONLY_NOT_AC_VALIDATED,NOT_AC_INTER_RAY_SAGITTA;NOT_AN_AC_FEASIBILITY_GUARANTEE
2012-09-03 07:00:00,22,0.337208705908705,0.740377982840528,1.21553547525591,1.49525534144936,4.75981157065019,PERPENDICULAR_DISTANCE_FROM_REFLEX_VERTEX_TO_SEGMENT_JOINING_IMMEDIATE_POLYGON_NEIGHBORS,GEOMETRIC_ONLY_NOT_AC_VALIDATED,NOT_AC_INTER_RAY_SAGITTA;NOT_AN_AC_FEASIBILITY_GUARANTEE
2012-10-15 13:00:00,21,0.349422207140308,0.962255915795621,1.38343636063153,1.70799004743253,5.83826612441225,PERPENDICULAR_DISTANCE_FROM_REFLEX_VERTEX_TO_SEGMENT_JOINING_IMMEDIATE_POLYGON_NEIGHBORS,GEOMETRIC_ONLY_NOT_AC_VALIDATED,NOT_AC_INTER_RAY_SAGITTA;NOT_AN_AC_FEASIBILITY_GUARANTEE
