timestamp,polygon_area_kw2,convex_hull_area_kw2,pocket_area_kw2,pocket_fraction_polygon,pocket_fraction_hull,vmax_only_pocket_area_kw2,vmin_only_pocket_area_kw2,mixed_vmax_vmin_pocket_area_kw2,classification_rule
2010-07-01 07:30:00,15800531.3311156,16000960.4943772,200429.163261635,0.0126849635029004,0.0125260707525693,200429.163261634,0,0,EXISTING_INTERIOR_POLYGON_VERTEX_BINDING_FAMILY_ATTRIBUTION;NO_MATERIALITY_THRESHOLD
2010-07-02 17:30:00,16209310.0011413,16454860.7025079,245550.701366622,0.0151487448478271,0.0149226849018052,245550.701366623,0,0,EXISTING_INTERIOR_POLYGON_VERTEX_BINDING_FAMILY_ATTRIBUTION;NO_MATERIALITY_THRESHOLD
2010-07-02 18:00:00,16215120.5076153,16480997.4843971,265876.976781754,0.0163968548156572,0.0161323352566169,265876.976781754,0,0,EXISTING_INTERIOR_POLYGON_VERTEX_BINDING_FAMILY_ATTRIBUTION;NO_MATERIALITY_THRESHOLD
2010-07-03 00:00:00,16196171.0105219,16491728.3793099,295557.368788056,0.0182485952140198,0.0179215520647826,295557.368788057,0,0,EXISTING_INTERIOR_POLYGON_VERTEX_BINDING_FAMILY_ATTRIBUTION;NO_MATERIALITY_THRESHOLD
2010-11-26 18:00:00,16197634.6841407,16470842.601401,273207.917260386,0.0168671489750221,0.0165873673783481,273207.917260387,0,0,EXISTING_INTERIOR_POLYGON_VERTEX_BINDING_FAMILY_ATTRIBUTION;NO_MATERIALITY_THRESHOLD
2010-12-21 11:30:00,16213946.378087,16547284.5405072,333338.162420146,0.0205587310237222,0.0201445839408965,333338.162420147,0,0,EXISTING_INTERIOR_POLYGON_VERTEX_BINDING_FAMILY_ATTRIBUTION;NO_MATERIALITY_THRESHOLD
2010-12-21 12:00:00,16211564.6920277,16542269.7947947,330705.102767047,0.0203993327633376,0.0199915191125167,330705.102767046,0,0,EXISTING_INTERIOR_POLYGON_VERTEX_BINDING_FAMILY_ATTRIBUTION;NO_MATERIALITY_THRESHOLD
2011-01-21 18:00:00,16219020.1169545,16458480.4307079,239460.313753361,0.014764166517251,0.0145493573821421,239448.984234174,11.3295191869593,0,EXISTING_INTERIOR_POLYGON_VERTEX_BINDING_FAMILY_ATTRIBUTION;NO_MATERIALITY_THRESHOLD
2011-02-05 11:30:00,16210397.6518577,16440036.9570515,229639.305193834,0.0141661734724637,0.0139682961658633,229639.305193834,0,0,EXISTING_INTERIOR_POLYGON_VERTEX_BINDING_FAMILY_ATTRIBUTION;NO_MATERIALITY_THRESHOLD
2011-02-05 17:30:00,16300472.5820802,16629488.4436795,329015.861599222,0.02018443698135,0.0197850861566505,329015.861599222,0,0,EXISTING_INTERIOR_POLYGON_VERTEX_BINDING_FAMILY_ATTRIBUTION;NO_MATERIALITY_THRESHOLD
2011-02-05 18:00:00,16267083.2930647,16566398.9974636,299315.704398975,0.0184000843302121,0.0180676382625338,299315.704398974,0,0,EXISTING_INTERIOR_POLYGON_VERTEX_BINDING_FAMILY_ATTRIBUTION;NO_MATERIALITY_THRESHOLD
2011-02-06 00:00:00,15800888.0986017,15999508.3951705,198620.296568781,0.0125701982907124,0.0124141499640536,198620.296568782,0,0,EXISTING_INTERIOR_POLYGON_VERTEX_BINDING_FAMILY_ATTRIBUTION;NO_MATERIALITY_THRESHOLD
2011-03-04 18:00:00,16197615.4193951,16470704.6949681,273089.275572967,0.0168598443969702,0.0165803030672026,273089.275572968,0,0,EXISTING_INTERIOR_POLYGON_VERTEX_BINDING_FAMILY_ATTRIBUTION;NO_MATERIALITY_THRESHOLD
2011-03-08 11:30:00,16214321.4550102,16549092.3567365,334770.901726274,0.0206466180317912,0.0202289584534225,334770.901726275,0,0,EXISTING_INTERIOR_POLYGON_VERTEX_BINDING_FAMILY_ATTRIBUTION;NO_MATERIALITY_THRESHOLD
